year,mo,dy,hr,wdir,wspd,t_dry
1984,10,30,09,290,2,27.4
1984,10,30,15,250,4,25.4
1984,10,30,21,,,28.9
1984,10,31,03,,,29.2
1984,10,31,09,,,24.9
1984,10,31,21,180,4,24.5
1984,11,01,03,300,2,26.9
1984,11,01,09,60,9,29.2
1984,11,01,15,90,13,29.8
1984,11,01,21,100,7,28.5
1984,11,02,03,100,11,28.9
1984,11,02,09,90,11,29.2
1984,11,02,15,140,4,26.7
1984,11,03,03,100,16,28.1
1984,11,03,09,100,16,28.3
1984,11,03,15,110,16,28.5
1984,11,03,21,90,11,27.8
1984,11,04,03,90,16,27.4
1984,11,04,09,90,18,25.6
1984,11,04,15,90,20,23.6
1984,11,04,21,90,16,22.2
1984,11,05,03,120,18,20.6
1984,11,05,09,110,11,19.1
1984,11,05,15,110,9,18.4
1984,11,05,21,80,7,17.3
1984,11,06,03,50,7,17.3
1984,11,06,09,,,18.1
1984,11,06,15,360,2,18.4
1984,11,06,21,330,4,17
1984,11,07,03,320,4,18.8
1984,11,07,09,350,4,19.9
1984,11,07,15,360,7,20.2
1984,11,07,21,320,7,19.3
1984,11,08,03,30,7,21.5
1984,11,08,09,,,19.5
1984,11,08,12,,,18.8
1984,11,08,15,,,18.4
1984,11,08,18,,,18.2
1984,11,08,21,80,4,18.1
1984,11,09,03,,,17.9
1984,11,09,09,,,17
1984,11,09,15,50,4,19.7
1984,11,09,21,,,14.8
1984,11,10,03,,,14.1
1984,11,10,09,,,14.8
1984,11,10,15,,,14.5
1984,11,10,21,140,11,13.7
1984,11,11,03,180,9,7.8
1984,11,11,09,80,7,5.8
1984,11,11,15,130,7,8
1984,11,11,21,130,11,16.1
1984,11,12,03,110,22,19.5
1984,11,12,09,110,13,18.8
1984,11,12,15,110,20,21.3
1984,11,12,21,110,27,23.8
1984,11,13,03,100,22,24.5
1984,11,13,09,100,20,24.9
1984,11,13,15,110,22,23.6
1984,11,13,21,120,18,24.2
1984,11,14,03,110,18,24.4
1984,11,14,09,120,13,23.8
1984,11,14,15,110,13,23.8
1984,11,14,21,80,18,23.6
1984,11,15,03,80,18,23.5
1984,11,15,09,120,7,21.8
1984,11,15,15,80,4,21.5
1984,11,15,21,50,11,18.8
1984,11,16,03,60,7,17.3
1984,11,16,09,80,11,15.5
1984,11,16,15,90,11,14.6
1984,11,16,21,60,7,14.5
1984,11,17,03,60,2,14.3
1984,11,17,09,70,7,14.5
1984,11,17,15,80,16,14.1
1984,11,17,21,90,11,11.6
1984,11,18,03,80,9,13
1984,11,18,09,50,7,12.1
1984,11,18,15,,,10.3
1984,11,18,21,30,4,9.8
1984,11,19,03,250,7,7.4
1984,11,19,09,280,4,4
1984,11,19,12,,,6.7
1984,11,19,15,280,4,7.8
1984,11,19,21,270,2,5.6
1984,11,20,03,350,7,5.8
1984,11,20,15,310,11,4.4
1984,11,20,21,310,9,4.2
1984,11,21,03,280,18,1.3
1984,11,21,09,290,18,2
1984,11,21,15,290,22,1.7
1984,11,21,21,290,22,2.2
1984,11,22,21,290,25,-1
1984,11,23,03,290,22,-2.5
1984,11,23,09,290,18,-4.8
1984,11,23,15,290,20,-4.6
1984,11,23,21,300,20,-5.7
1984,11,24,03,300,18,-7.3
1984,11,24,09,300,18,-8.6
1984,11,24,15,300,18,-9.1
1984,11,24,21,290,18,-8.2
1984,11,25,03,280,16,-10.9
1984,11,25,09,280,11,-12.2
1984,11,25,15,240,9,-12.4
1984,11,25,21,230,7,-12.2
1984,11,26,03,190,9,-12.2
1984,11,26,09,250,2,-15.6
1984,11,26,15,,,-16.7
1984,11,26,21,,,-20.6
1984,11,27,03,,,-20.5
1984,11,27,09,300,4,-17
1984,11,27,15,140,4,-14.5
1984,11,27,21,140,9,-12.4
1984,11,28,03,140,7,-11.6
1984,11,28,15,230,4,-10.9
1984,11,28,21,200,4,-12
1984,11,29,03,,,-12
1984,11,29,09,170,2,-12.9
1984,11,29,15,230,4,-10.9
1984,11,29,21,300,2,-12.7
1984,11,30,03,,,-13.1
1984,11,30,09,,,-13.8
1984,11,30,15,,,-16.9
1984,11,30,21,,,-19.9
1984,12,01,03,,,-18.7
1984,12,01,09,180,2,-21.2
1984,12,01,15,270,2,-18.8
1984,12,02,03,,,-12.4
1984,12,02,09,,,-17.2
1984,12,02,15,270,4,-11.1
1984,12,02,21,290,11,-4.3
1984,12,03,03,300,7,-3.2
1984,12,03,09,,,-3
1984,12,03,15,,,-2.5
1984,12,03,21,,,-1.6
1984,12,04,03,290,4,-6.2
1984,12,04,09,,,-3.4
1984,12,04,15,,,-2.3
1984,12,04,21,80,9,-2.5
1984,12,05,03,270,4,-9.1
1984,12,05,09,140,2,-9.8
1984,12,05,15,90,4,0.4
1984,12,06,03,,,3.5
1984,12,06,21,300,7,1.5
1984,12,07,03,310,13,0.2
1984,12,07,09,330,7,-2.5
1984,12,07,15,360,7,-7.5
1984,12,07,21,310,9,-10.4
1984,12,08,09,20,7,-7.5
1984,12,08,15,,,-10.2
1984,12,08,21,270,2,-13.3
1984,12,09,03,,,-17.4
1984,12,09,09,210,2,-18.1
1984,12,09,15,270,4,
1984,12,09,21,,,-16.7
1984,12,10,03,310,7,-19.2
1984,12,10,09,290,11,-24.2
1984,12,10,15,300,11,-23.2
1984,12,10,21,290,11,-23.2
1984,12,11,03,280,4,-23
1984,12,11,09,270,4,-27.8
1984,12,11,15,,,-28.9
1984,12,12,03,,,-22.3
1984,12,12,09,,,4.4
1984,12,12,15,270,7,-22.8
1984,12,12,21,290,16,-17.8
1984,12,13,03,270,7,-21.5
1984,12,13,09,300,4,-22.8
1984,12,13,21,110,7,-24.2
1984,12,14,03,130,11,-20.1
1984,12,14,09,130,11,-16.1
1984,12,14,15,280,9,-19.6
1984,12,14,21,300,7,-17.9
1984,12,15,03,,,-17.8
1984,12,15,09,310,11,-10.4
1984,12,15,15,290,18,-7.5
1984,12,16,03,100,4,-3.2
1984,12,16,09,230,22,-5.9
1984,12,16,15,240,18,-7.1
1984,12,17,03,180,4,-15.8
1984,12,17,09,280,7,-10.7
1984,12,17,15,280,7,-8.4
1984,12,18,03,270,7,-22.4
1984,12,18,21,,,-28.4
1984,12,19,03,,,-22.1
1984,12,19,09,,,-17.2
1984,12,19,15,,,-5.7
1984,12,19,21,280,11,-6.1
1984,12,20,03,,,-18.7
1984,12,20,09,,,-21
1984,12,20,15,,,-22.4
1984,12,20,21,,,-25.7
1984,12,21,03,90,11,-22.4
1984,12,21,09,100,9,-14.5
1984,12,21,21,90,11,-15.1
1984,12,22,03,90,4,-19.9
1984,12,22,09,80,4,-18.1
1984,12,22,15,100,9,-14.2
1984,12,22,21,90,9,-11.1
1984,12,23,03,120,9,-10.4
1984,12,23,09,90,7,-11.3
1984,12,23,15,110,9,-9.7
1984,12,23,21,90,4,-16.7
1984,12,24,03,80,2,-20.6
1984,12,24,09,120,7,-13.1
1984,12,24,21,90,18,-6.2
1984,12,25,03,90,13,-8.8
1984,12,25,09,,,
1984,12,25,21,270,2,-14.5
1984,12,26,03,,,-14.9
1984,12,26,09,,,-16.1
1984,12,26,15,340,2,-12.7
1984,12,26,21,90,4,-15.4
1984,12,27,03,,,-19.9
1984,12,27,15,90,7,-23.9
1984,12,27,21,70,16,-16.5
1984,12,28,03,90,7,-14.2
1984,12,28,09,90,13,-13.4
1984,12,28,15,110,27,-8
1984,12,29,00,80,20,-7.9
1984,12,29,09,60,13,-9.1
1984,12,29,18,,,-12.4
1984,12,30,09,120,13,-15.4
1984,12,30,15,140,7,-16
1984,12,30,21,,,-19.6
1984,12,31,03,290,9,-13.8
1984,12,31,09,290,16,-7.7
1984,12,31,15,290,16,-7.9
1985,01,01,03,290,4,-3
1985,01,01,09,300,7,-2.8
1985,01,01,15,300,4,-8.9
1985,01,01,21,300,7,0.2
1985,01,02,03,300,11,0.6
1985,01,02,15,280,11,-4.4
1985,01,02,21,300,11,-9.8
1985,01,03,03,270,9,-5.7
1985,01,03,09,290,7,-8.4
1985,01,03,15,280,7,-3.5
1985,01,03,21,,,-1.6
1985,01,04,03,290,9,-0.3
1985,01,04,09,300,16,-2.1
1985,01,04,15,290,20,-7.1
1985,01,04,21,280,9,-7.1
1985,01,05,09,290,11,-5.7
1985,01,05,15,280,7,-9.3
1985,01,05,21,300,4,-19.6
1985,01,06,03,,,-18.3
1985,01,06,09,,,-17.4
1985,01,06,15,250,2,-15.8
1985,01,06,21,260,2,-19.4
1985,01,07,03,270,2,-23.7
1985,01,07,09,,,-24.1
1985,01,07,15,,,-26.8
1985,01,08,03,290,2,-16.9
1985,01,08,06,,,-14.9
1985,01,08,21,290,11,-12.9
1985,01,09,03,290,13,-12.4
1985,01,09,09,290,18,-12
1985,01,09,15,300,13,-8.4
1985,01,09,21,300,13,-5.3
1985,01,10,03,280,9,-2.1
1985,01,10,09,20,7,3.5
1985,01,10,12,270,4,1
1985,01,10,15,10,2,0.1
1985,01,10,21,,,-0.8
1985,01,11,03,290,2,-3.5
1985,01,11,09,,,-2.8
1985,01,11,15,300,2,-2.5
1985,01,11,21,300,4,-3.5
1985,01,12,09,290,9,-5.7
1985,01,12,15,300,4,-3.9
1985,01,12,21,220,2,-4.3
1985,01,13,03,270,2,-9.3
1985,01,13,15,280,2,-13.4
1985,01,13,21,,,-15.6
1985,01,14,03,,,-12
1985,01,14,09,90,4,-11.1
1985,01,14,15,260,2,-14.9
1985,01,14,21,,,-15.2
1985,01,15,03,,,-16.5
1985,01,15,09,,,-9.1
1985,01,15,15,,,-2.8
1985,01,15,21,100,2,-1.6
1985,01,16,03,80,7,-1.7
1985,01,16,15,290,7,-17.4
1985,01,16,21,300,7,-13.3
1985,01,17,03,300,7,-9.7
1985,01,17,09,300,7,-11.5
1985,01,17,15,,,
1985,01,17,21,,,-12
1985,01,18,03,,,-22.4
1985,01,18,15,300,11,-11.3
1985,01,18,21,310,4,-14.2
1985,01,19,03,340,4,-15.4
1985,01,19,09,,,-12.2
1985,01,19,15,,,-8.8
1985,01,19,21,270,4,-8.2
1985,01,20,03,300,4,-7.5
1985,01,20,09,310,4,-7.1
1985,01,20,15,300,7,-8.2
1985,01,20,21,300,11,-6.1
1985,01,21,03,290,13,-6.4
1985,01,21,15,290,13,-9.3
1985,01,21,21,300,13,-10.6
1985,01,22,03,310,11,-10.6
1985,01,22,09,250,7,-12.7
1985,01,22,12,270,7,-0.5
1985,01,22,15,270,4,-14.5
1985,01,22,21,280,4,-18.7
1985,01,23,03,250,4,-20.8
1985,01,23,09,300,11,-16.3
1985,01,23,15,290,13,-15.6
1985,01,23,21,300,11,-9.7
1985,01,24,09,310,7,-7.9
1985,01,24,15,280,9,-12.2
1985,01,24,21,300,13,-8.8
1985,01,25,03,290,11,-7.3
1985,01,25,09,320,13,-10
1985,01,25,15,300,11,-10.6
1985,01,25,21,300,11,-11.1
1985,01,26,03,300,9,-12.4
1985,01,26,09,270,4,-13.6
1985,01,26,15,260,4,-17.2
1985,01,26,21,40,4,-17.8
1985,01,27,03,,,-24.6
1985,01,27,09,,,-26.4
1985,01,27,15,,,-27.8
1985,01,27,21,,,-26.8
1985,01,28,03,,,-29.6
1985,01,28,09,,,-20.3
1985,01,28,21,280,7,-10.7
1985,01,29,03,320,7,-9.7
1985,01,29,09,300,7,-7.5
1985,01,29,15,,,-4.6
1985,01,29,21,70,4,-4.6
1985,01,30,03,60,7,-1.2
1985,01,30,09,,,4.9
1985,01,30,15,,,12.1
1985,01,30,21,,,2.9
1985,01,31,03,,,4.2
1985,01,31,09,,,5.8
1985,01,31,15,,,3.7
1985,01,31,21,,,-2.5
1985,02,01,03,,,-2.6
1985,02,01,09,,,7.8
1985,02,01,15,,,7.6
1985,02,01,21,,,14.6
1985,02,02,03,,,12.7
1985,02,02,09,,,16.1
1985,02,02,15,,,19.3
1985,02,02,21,80,22,28.9
1985,02,03,03,120,13,28
1985,02,03,09,190,13,29.8
1985,02,03,15,190,11,30.5
1985,02,03,21,200,9,25.1
1985,02,04,03,80,7,22
1985,02,04,09,,,18.8
1985,02,04,15,280,4,16.4
1985,02,04,21,320,9,14.1
1985,02,05,03,290,18,7.8
1985,02,05,09,300,16,-1
1985,02,05,12,,,1
1985,02,05,21,100,9,-2.8
1985,02,06,03,190,4,-10
1985,02,06,09,270,2,-10
1985,02,06,15,50,9,1.5
1985,02,06,21,180,13,29
1985,02,07,00,200,13,21.5
1985,02,07,03,200,13,21.5
1985,02,07,09,270,4,26.7
1985,02,07,15,240,7,25.4
1985,02,07,17,100,4,17.7
1985,02,07,21,100,4,17.7
1985,02,08,09,,,7.4
1985,02,08,15,190,9,18.2
1985,02,08,21,280,4,6
1985,02,09,03,260,4,8.9
1985,02,09,09,270,4,5.6
1985,02,09,15,150,2,4.2
1985,02,09,21,70,4,0.8
1985,02,10,03,70,7,-5.3
1985,02,10,09,90,7,-5
1985,02,10,15,100,11,-3.9
1985,02,10,21,90,9,-6.4
1985,02,11,03,110,4,-4.1
1985,02,11,09,90,7,-7
1985,02,11,15,80,7,-9.7
1985,02,11,21,90,11,-8.8
1985,02,12,01,90,7,-2.8
1985,02,12,03,90,7,-2.8
1985,02,12,09,,,0.8
1985,02,12,15,,,3.7
1985,02,12,21,290,13,6
1985,02,13,03,300,11,1.1
1985,02,13,09,300,9,-3.5
1985,02,13,15,310,2,-7.1
1985,02,13,21,300,9,-12.4
1985,02,14,03,300,2,-15.6
1985,02,14,09,240,2,-21.7
1985,02,14,15,,,-24.8
1985,02,14,21,,,-23.9
1985,02,15,03,,,-19.9
1985,02,15,09,,,-25.7
1985,02,15,15,,,-18.5
1985,02,16,03,,,-22.8
1985,02,16,06,,,
1985,02,16,09,,,-21
1985,02,16,15,,,-21.2
1985,02,16,21,280,2,-17.4
1985,02,17,03,250,4,-9.8
1985,02,17,09,280,2,-5.7
1985,02,17,15,300,29,-8.2
1985,02,17,21,290,16,-14.3
1985,02,18,03,300,16,-11.6
1985,02,18,09,290,7,-12
1985,02,18,15,280,4,-8.9
1985,02,18,21,290,18,-1.7
1985,02,19,09,300,25,-8
1985,02,19,15,,,-6.1
1985,02,19,21,310,22,-6.1
1985,02,20,03,300,13,-9.7
1985,02,20,09,310,11,-10.9
1985,02,20,15,,,-19.7
1985,02,20,21,,,-19.4
1985,02,21,03,,,-14.9
1985,02,21,09,260,2,-12.2
1985,02,21,15,240,4,-16.9
1985,02,21,21,260,2,-14.5
1985,02,22,03,,,-14.5
1985,02,22,09,,,-15.8
1985,02,22,15,180,4,-11.6
1985,02,22,21,290,11,-13.3
1985,02,23,03,290,11,-17.4
1985,02,23,09,300,7,-23.5
1985,02,23,15,150,2,-29.3
1985,02,23,21,300,2,-30.7
1985,02,24,03,,,-27.8
1985,02,24,09,,,-34.5
1985,02,24,15,,,-33.2
1985,02,24,21,240,4,-29.3
1985,02,25,03,,,-22.6
1985,02,25,09,250,2,-25.3
1985,02,25,21,240,2,-17.4
1985,02,26,03,250,2,-10.2
1985,02,26,09,,,-20.3
1985,02,26,15,260,4,-22.1
1985,02,26,21,,,-27.1
1985,02,27,03,150,2,-25.3
1985,02,27,09,260,2,-33.4
1985,02,27,15,,,-31.1
1985,02,28,03,,,-27.7
1985,02,28,09,340,7,-26.4
1985,02,28,15,260,2,-25.7
1985,02,28,21,270,2,-25.7
1985,03,01,03,290,9,-22.8
1985,03,01,09,320,7,-28.7
1985,03,01,15,310,4,-24.4
1985,03,01,21,300,11,-28.4
1985,03,02,03,300,7,-30.5
1985,03,02,09,,,-36.1
1985,03,02,15,,,-37
1985,03,02,21,260,4,-32.2
1985,03,03,03,,,-25
1985,03,03,09,,,-28.4
1985,03,03,15,270,2,-24.2
1985,03,03,21,,,-23.5
1985,03,04,03,250,4,-17.8
1985,03,04,09,,,-19.6
1985,03,04,15,,,-17.4
1985,03,04,21,,,-15.2
1985,03,05,03,80,7,-19.9
1985,03,05,09,120,7,-12.2
1985,03,05,15,270,4,-5.5
1985,03,05,21,280,9,-5.3
1985,03,06,09,290,4,-1
1985,03,07,03,290,13,-1.7
1985,03,11,03,290,7,-25.1
1985,03,11,09,280,4,-30.9
1985,03,11,15,280,4,-32.3
1985,03,11,21,,,-33.8
1985,03,12,09,,,-34.1
1985,03,12,15,,,-34
1985,03,12,21,280,2,-32.9
1985,03,13,03,,,-26.9
1985,03,13,09,,,-31.8
1985,03,13,15,,,-32.7
1985,03,13,21,,,-31.4
1985,03,14,03,,,-24.8
1985,03,14,09,290,7,-30.4
1985,03,14,15,300,7,-24.8
1985,03,14,21,300,9,-17.6
1985,03,15,03,300,16,-13.4
1985,03,15,09,300,20,-15.8
1985,03,15,15,300,22,-16.7
1985,03,15,21,280,11,-23.2
1985,03,16,03,300,13,-22.4
1985,03,16,15,300,16,-20.6
1985,03,16,21,300,11,-20.3
1985,03,17,03,320,22,-13.8
1985,03,17,09,300,22,-16.7
1985,03,17,21,290,13,-16.9
1985,03,18,03,260,9,-13.8
1985,03,18,09,280,7,-17.8
1985,03,18,15,,,-19.7
1985,03,18,21,,,-15.2
1985,03,19,03,,,-9.7
1985,03,19,09,260,7,-8.6
1985,03,19,15,280,9,-8.6
1985,03,19,21,,,-8.9
1985,03,20,03,,,-8
1985,03,20,09,,,-17.4
1985,03,20,15,,,-17.9
1985,03,20,21,,,-13.4
1985,03,21,03,290,2,-10.2
1985,03,21,09,,,-16.9
1985,03,21,15,,,-19
1985,03,21,21,,,-16.9
1985,03,22,03,,,-14.9
1985,03,22,09,,,-23.9
1985,03,22,15,,,-27.5
1985,03,22,21,,,-23.9
1985,03,23,03,70,4,-22.1
1985,03,23,09,,,-29.6
1985,03,23,15,,,-28.7
1985,03,23,21,,,-22.4
1985,03,24,03,100,2,-14.2
1985,03,24,09,,,-23.3
1985,03,24,15,,,-20.6
1985,03,24,21,,,-11.1
1985,03,25,03,,,-4.6
1985,03,25,09,,,-9.3
1985,03,25,15,,,-11.8
1985,03,25,21,280,2,-4.3
1985,03,26,03,,,-0.5
1985,03,26,09,,,-8.9
1985,03,26,15,,,-1.9
1985,03,26,21,,,9.6
1985,03,27,03,,,14.5
1985,03,27,09,250,4,13.7
1985,03,27,15,340,7,2.6
1985,03,27,21,280,4,-1
1985,03,28,03,310,11,2.9
1985,03,28,09,240,4,-3
1985,03,28,15,,,-11.6
1985,03,28,21,,,-6.1
1985,03,29,03,70,9,-6.4
1985,03,29,09,80,7,-14.5
1985,03,29,15,140,2,-18.5
1985,03,29,21,100,4,-15.6
1985,03,30,03,120,2,-7.7
1985,03,30,09,100,4,-5.7
1985,03,30,15,,,-11.1
1985,03,30,21,,,-10.2
1985,03,31,03,90,4,-9.1
1985,03,31,09,110,9,-17
1985,03,31,15,90,11,-19.4
1985,03,31,21,100,9,-18.3
1985,04,01,03,80,11,-9.3
1985,04,01,09,90,7,-16.5
1985,04,01,15,110,7,-18.7
1985,04,01,21,80,13,-17.6
1985,04,02,03,80,9,-9.8
1985,04,02,09,40,7,-9.3
1985,04,02,15,90,7,-15.4
1985,04,02,21,90,4,-17
1985,04,03,03,80,2,-12.4
1985,04,03,09,250,2,-14
1985,04,03,15,,,-13.6
1985,04,03,21,,,-11.6
1985,04,04,03,80,9,-10.4
1985,04,04,09,130,4,-14.9
1985,04,04,15,170,2,-18.7
1985,04,04,21,,,-8
1985,04,05,03,,,-8.6
1985,04,05,09,,,-15.8
1985,04,05,15,,,-19.7
1985,04,05,21,,,-13.1
1985,04,06,03,,,-9.7
1985,04,06,09,270,2,-15.6
1985,04,06,15,300,9,-11.3
1985,04,06,21,280,2,-8.6
1985,04,07,03,320,9,-9.1
1985,04,07,09,310,4,-14.7
1985,04,07,15,290,4,-17.6
1985,04,07,21,,,-14.3
1985,04,08,03,290,7,-12.2
1985,04,08,09,300,4,-17.4
1985,04,08,15,300,9,-19.6
1985,04,08,21,270,4,-14.5
1985,04,09,09,290,9,-13.1
1985,04,09,15,290,11,-18.7
1985,04,09,21,300,11,-13.6
1985,04,10,03,300,7,-9.3
1985,04,10,09,350,2,-17.2
1985,04,10,15,300,2,-19.6
1985,04,10,21,,,-11.3
1985,04,11,03,100,9,-7.9
1985,04,11,09,90,7,-15.2
1985,04,11,15,90,4,-20.5
1985,04,11,21,90,11,-14.2
1985,04,12,03,90,22,-6.6
1985,04,12,15,140,2,-19.2
1985,04,12,21,100,4,-1.6
1985,04,13,03,80,7,-2.5
1985,04,13,09,100,7,-12.4
1985,04,13,21,,,-6.8
1985,04,14,09,90,9,-13.3
1985,04,15,12,40,2,
1985,04,15,15,,,-14.3
1985,04,15,21,,,-9.5
1985,04,16,03,320,7,-7.1
1985,04,16,09,290,11,-5.5
1985,04,16,15,300,20,-5.9
1985,04,16,21,300,25,-8.6
1985,04,17,03,310,11,-5.7
1985,04,17,09,290,13,-6.1
1985,04,17,15,300,9,-4.1
1985,04,17,21,280,11,0.8
1985,04,18,09,280,7,1.9
1985,04,18,15,270,2,0.2
1985,04,18,21,80,2,6.4
1985,04,19,03,,,6.5
1985,04,19,15,,,-10.4
1985,04,20,03,60,7,0.1
1985,04,20,09,150,4,-7.9
1985,04,20,15,,,
1985,04,20,21,70,4,-6.1
1985,04,21,03,100,7,-3.5
1985,04,21,09,80,7,-8.8
1985,04,21,15,,,-18.5
1985,04,21,21,100,4,-3.5
1985,04,22,03,80,7,-3.5
1985,04,22,09,,,-7.7
1985,04,22,15,,,-10.6
1985,04,22,21,260,4,-0.7
1985,04,23,09,,,-4.1
1985,04,23,15,270,2,-10
1985,04,23,21,,,4.9
1985,04,24,03,100,2,9.2
1985,04,24,09,250,2,0.1
1985,04,24,15,260,2,-4.4
1985,04,24,21,280,7,0.2
1985,04,25,09,270,2,-5.5
1985,04,25,15,,,-8.8
1985,04,25,21,,,0.8
1985,04,26,03,80,4,1.5
1985,04,26,09,160,4,-8.2
1985,04,26,12,,,
1985,04,26,15,,,-14
1985,04,26,21,40,2,-4.6
1985,04,27,09,,,-9.1
1985,04,27,15,,,-12.7
1985,04,27,21,250,2,-5.3
1985,04,28,03,310,2,0.2
1985,04,28,09,290,7,-5
1985,04,28,15,270,9,-4.6
1985,04,28,21,270,7,1.9
1985,04,29,03,280,2,6
1985,04,29,15,260,2,2.6
1985,04,29,21,170,2,6.7
1985,04,30,03,100,7,9.2
1985,04,30,09,120,2,4.7
1985,04,30,15,,,0.4
1985,04,30,21,300,4,3.8
1985,05,01,03,300,7,7.6
1985,05,01,09,,,-1.7
1985,05,01,15,280,7,-3.5
1985,05,01,21,310,13,4.9
1985,05,02,03,300,9,9.8
1985,05,02,09,300,18,4.9
1985,05,02,15,300,2,-5.7
1985,05,02,21,90,4,2.9
1985,05,03,03,90,11,3.3
1985,05,03,15,,,
1985,05,03,21,,,-2.5
1985,05,04,03,100,4,1.5
1985,05,04,09,290,4,1.1
1985,05,04,15,290,9,0.6
1985,05,05,03,300,9,3.8
1985,05,05,15,300,9,2.9
1985,05,05,21,300,13,10
1985,05,06,03,310,13,13
1985,05,06,09,300,16,10.3
1985,05,06,15,300,13,6.7
1985,05,06,21,300,13,10.9
1985,05,07,03,290,20,13
1985,05,07,09,300,20,18.8
1985,05,07,15,310,18,19.7
1985,05,07,21,290,20,16.8
1985,05,08,03,310,16,21.5
1985,05,08,09,300,22,19.1
1985,05,08,15,290,20,17.5
1985,05,08,21,300,16,17.5
1985,05,09,09,300,13,21.7
1985,05,09,15,290,16,20.2
1985,05,09,21,290,22,23.1
1985,05,10,03,300,18,22.7
1985,05,10,09,290,13,20.2
1985,05,10,12,,,
1985,05,10,15,300,18,19
1985,05,10,21,290,16,19.7
1985,05,11,03,310,7,21.8
1985,05,11,09,310,7,19.1
1985,05,11,21,90,2,20.4
1985,05,12,03,80,7,22.2
1985,05,12,09,70,9,19
1985,05,12,15,90,4,16.1
1985,05,12,21,80,4,17
1985,05,13,03,70,4,18.4
1985,05,13,15,80,9,12.3
1985,05,13,21,70,7,14.5
1985,05,14,09,,,13.7
1985,05,14,15,100,9,12.7
1985,05,14,21,90,9,11.6
1985,05,15,02,100,11,13.9
1985,05,15,03,100,11,13.9
1985,05,15,09,70,7,11.6
1985,05,15,15,110,2,12.1
1985,05,15,21,290,9,12.8
1985,05,16,03,300,9,14.6
1985,05,16,09,250,2,10.9
1985,05,16,15,,,11.2
1985,05,16,21,,,16.3
1985,05,17,03,90,9,17
1985,05,17,09,,,14.6
1985,05,17,15,100,4,13
1985,05,17,21,,,18.1
1985,05,18,03,300,9,18.2
1985,05,18,09,300,18,14.6
1985,05,18,15,30,27,14.1
1985,05,18,21,300,25,15.5
1985,05,19,03,300,20,17.2
1985,05,19,09,280,9,14.3
1985,05,19,15,,,5.6
1985,05,19,21,80,7,13.6
1985,05,20,03,,,20.2
1985,05,20,15,330,2,12.8
1985,05,20,21,80,2,23.8
1985,05,21,03,110,2,40.2
1985,05,21,09,190,9,36.1
1985,05,21,15,240,4,32.1
1985,05,21,21,200,2,40.7
1985,05,22,03,180,16,41.3
1985,05,22,09,340,7,43.3
1985,05,22,15,80,2,40
1985,05,22,21,180,13,43.6
1985,05,23,03,230,4,50.5
1985,05,23,09,,,39.7
1985,05,23,15,,,35.7
1985,05,23,21,,,42.5
1985,05,24,03,110,4,38.9
1985,05,24,15,,,26.7
1985,05,24,21,70,2,35.3
1985,05,25,03,80,4,31
1985,05,25,09,,,26.3
1985,05,25,15,,,24.9
1985,05,25,21,,,30.5
1985,05,26,03,,,36.4
1985,05,26,09,,,30.5
1985,05,26,15,,,28.7
1985,05,26,21,,,36.6
1985,05,27,03,,,42.5
1985,05,27,09,,,36.8
1985,05,27,15,,,31.6
1985,05,27,21,310,2,40.4
1985,05,28,03,320,4,41.1
1985,05,28,09,290,4,37.3
1985,05,28,15,350,4,34.6
1985,05,28,21,320,9,41.1
1985,05,29,03,320,13,36.8
1985,05,29,09,300,11,32.1
1985,05,29,15,310,11,28.1
1985,05,29,21,300,22,31.4
1985,05,30,03,300,22,29.6
1985,05,30,09,300,18,27.1
1985,05,30,15,310,16,25.6
1985,05,30,21,310,20,26.3
1985,05,31,03,310,22,27.6
1985,05,31,09,300,20,25.4
1985,05,31,15,290,22,23.8
1985,05,31,21,280,20,27.8
1985,06,01,03,300,9,31.7
1985,06,01,09,360,2,31.2
1985,06,01,15,,,22.9
1985,06,02,03,120,7,33
1985,06,02,15,290,13,25.6
1985,06,02,21,290,9,31.4
1985,06,03,03,90,9,30.1
1985,06,03,09,90,2,32.8
1985,06,03,15,,,29.9
1985,06,03,21,90,2,34.4
1985,06,04,03,110,7,33
1985,06,04,09,,,29.8
1985,06,04,15,,,27.4
1985,06,04,21,310,7,35.3
1985,06,05,03,310,7,37.5
1985,06,05,09,320,4,33.9
1985,06,05,15,,,34.8
1985,06,05,21,100,4,39.7
1985,06,06,00,100,7,40
1985,06,06,09,,,38.8
1985,06,06,15,,,34.1
1985,06,06,21,330,11,36.4
1985,06,07,03,320,9,35
1985,06,07,09,,,33.5
1985,06,07,15,,,
1985,06,07,21,,,34.6
1985,06,08,03,60,7,33.2
1985,06,08,09,70,4,31
1985,06,08,15,,,29
1985,06,08,21,,,31.4
1985,06,09,03,330,4,37.5
1985,06,09,09,120,4,32.3
1985,06,09,15,,,28.7
1985,06,09,21,,,35.5
1985,06,10,03,90,7,36.1
1985,06,10,09,80,7,30.7
1985,06,10,15,,,23.1
1985,06,10,21,,,29.8
1985,06,11,03,90,4,35.3
1985,06,11,09,140,4,29.2
1985,06,11,21,320,7,29.2
1985,06,12,03,280,4,35.3
1985,06,12,21,300,16,32.6
1985,06,13,03,320,11,
1985,06,13,15,,,28.1
1985,06,13,21,20,4,30.3
1985,06,14,03,10,4,33.4
1985,06,14,15,60,4,29
1985,06,14,21,100,2,29.6
1985,06,15,03,90,4,31
1985,06,15,09,130,7,29.2
